,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
17,hippo_lh_fa_3,lh_parsorbitalis_area,rh_parsopercularis_area,rh_S_front_middle_area,rh_G_temporal_middle_volume,rh_S_postcentral_volume,V591,V1947,V2291,V2798,V3642,V5232,V5906,V6437,V6617,V6928,V2443.1,V3127.1,V4466.1,V4906.1,V5853.1,V6163.1,V6512.1,V2472.2,V3446.2,V5916.2,V12345,V13308,V14768,V15014
18,hippo_rh_fa_7,rh_Pole_occipital_thickness,rh_G_occipital_sup_meancurv,V591,V1009,V2369,V3882,V4398,V4400,V4642,V4660,V5149,V5154,V6184,V6412,V6443,V6592,V6979,V4130.1,V5810.1,V6672.1,V6678.1,V6711.1,V7033.1,V3455.2,V4280.2,V5439.2,V5588.2,V6599.2,V6890.2
19,hippo_lh_fa_2,V3140,V3546,V4757,V5060,V5414,V5773,V6244,V6563,V6693,V2104.1,V2967.1,V3530.1,V5046.1,V5318.1,V6098.1,V6870.1,V7029.1,V2465.2,V4943.2,V5920.2,V6930.2,V7894,V8536,V8537,V8563,V10348,V10530,V11864,V12966
20,lh_parsorbitalis_area,lh_S_parieto_occipital_thickness,rh_G.S_subcentral_volume,lh_G_Ins_lg.S_cent_ins_meancurv,lh_S_front_middle_meancurv,V2038,V2294,V2633,V4402,V5773,V6339,V6455,V6568,V7033,V2711.1,V6112.1,V6117.1,V3455.2,V4768.2,V7080,V7387,V14504,V14839,V15448,V16087,V16101,V16624,V17138,V17935,V18100
21,rh_G_precentral_area,rh_G_occipital_middle_thickness,lh_G_occipital_middle_meancurv,V1010,V1439,V1954,V2628,V2633,V2880,V4236,V4376,V5504,V6034,V6457,V2443.1,V2865.1,V3042.1,V3876.1,V4156.1,V5135.1,V5510.1,V5642.1,V5903.1,V6274.1,V6361.1,V6534.1,V7043.1,V2474.2,V3464.2,V4608.2
22,lh_temporalpole_thickness,lh_G.S_cingul.Mid.Ant_thickness,rh_G_occipital_middle_volume,rh_S_subparietal_volume,lh_G_occipital_sup_meancurv,rh_S_central_meancurv,CerebralWhiteMatterVol,V1273,V2208,V2271,V2606,V3223,V3480,V4045,V4382,V5298,V5845,V6371,V7020,V7021,V7027,V4628.1,V4634.1,V5468.1,V6928.1,V2472.2,V2954.2,V4279.2,V7710,V8054
23,lh_rostralanteriorcingulate_area,lh_G.S_cingul.Ant_volume,rh_G_orbital_volume,V1700,V2202,V2278,V3554,V5060,V5075,V1771.1,V2548.1,V4151.1,V4391.1,V4637.1,V4806.1,V5137.1,V5732.1,V6374.1,V6613.1,V4597.2,V6408.2,V7885,V10536,V11355,V12655,V13304,V14487,V15268,V15329,V16258
24,lh_Lat_Fis.ant.Vertical_area,Right.Inf.Lat.Vent,V1439,V1690,V1867,V1937,V2446,V2866,V3649,V3993,V4415,V6609,V6808,V6962,V7024,V7033,V2114.1,V3628.1,V3907.1,V3983.1,V4318.1,V4420.1,V4725.1,V5889.1,V6593.1,V6808.1,V2628.2,V4935.2,V6080.2,V6596.2
25,rh_isthmuscingulate_area,rh_lingual_thickness,lh_fusiform_volume,rh_G_temp_sup.Plan_tempo_area,rh_G_temporal_inf_volume,lh_S_central_meancurv,V2206,V2784,V3216,V4291,V5419,V5420,V5889,V6172,V6260,V6741,V6982,V7040,V932.1,V2106.1,V4126.1,V4335.1,V4497.1,V4812.1,V5327.1,V5491.1,V5983.1,V6229.1,V6266.1,V6269.1
26,rh_G_Ins_lg.S_cent_ins_thickness,rh_G_precentral_thickness,lh_G_Ins_lg.S_cent_ins_meancurv,V679,V1441,V2522,V2870,V4376,V5149,V5350,V6110,V6346,V6371,V6401,V6586,V679.1,V2279.1,V4315.1,V4755.1,V6696.1,V2794.2,V6103.2,V6751.2,V7875,V7916,V9537,V10373,V11809,V12476,V12867
27,hippo_rh_md_10,lh_lingual_volume,V1360,V2716,V2941,V5476,V5746,V6183,V6204,V6870,V6986,V7007,V1527.1,V4501.1,V5069.1,V5078.1,V5233.1,V6013.1,V6488.1,V3284.2,V4280.2,V5101.2,V5908.2,V9355,V10528,V11181,V11530,V11650,V12149,V12960
28,lh_G_Ins_lg.S_cent_ins_area,rh_G.S_cingul.Mid.Post_area,lh_S_temporal_inf_volume,V674,V925,V2273,V4123,V6006,V6190,V6268,V6414,V6713,V6941,V1940.1,V2538.1,V3052.1,V3547.1,V3643.1,V3708.1,V4888.1,V5092.1,V6308.1,V6474.1,V6811.1,V1154.2,V3118.2,V4604.2,V9527,V11516,V11664
29,rh_G_temp_sup.Plan_tempo_area,lh_G.S_cingul.Mid.Ant_volume,CC_Posterior,V2548,V2957,V4045,V4217,V4227,V4538,V4742,V5089,V5182,V5927,V6526,V6703,V3309.1,V4046.1,V5079.1,V5142.1,V5147.1,V5436.1,V6625.1,V1973.2,V5919.2,V6080.2,V8051,V9032,V9534,V10013,V10864
