T1001,1
T1007,1
T1014,1
T1016,1
T1024,1
T103,1
T1049,1
T105,1
T1052,2
T106,1
T1061,1
T1076,1
T1081,1
T1085,1
T1087,1
T110,2
T1117,1
T1122,1
T1148,1
T1150,1
T1174,1
T1177,1
T1183,1
T119,1
T1198,1
T121,1
T1215,1
T1219,1
T1223,1
T1238,1
T124,2
T1259,1
T1262,1
T1263,1
T1267,1
T1268,1
T128,1
T1299,1
T1305,1
T1317,1
T1318,1
T132,1
T1339,1
T134,1
T1346,2
T1356,1
T1389,1
T14,1
T1404,1
T1408,2
T1417,1
T1431,1
T1439,1
T1460,1
T1461,1
T1465,1
T1467,1
T1478,1
T1492,1
T1494,1
T1506,1
T1513,1
T1518,1
T1523,1
T1528,1
T1530,1
T1532,1
T1534,1
T1544,1
T155,1
T156,1
T1562,1
T1582,1
T1588,1
T1592,1
T1602,1
T1605,1
T1614,1
T1624,1
T164,1
T1651,1
T1658,1
T1662,1
T1672,1
T1690,1
T1694,1
T1700,2
T1739,1
T174,1
T1744,1
T1746,1
T176,1
T1765,3
T1767,1
T1770,1
T1786,1
T179,1
T1790,1
T1827,1
T1830,1
T1837,1
T1849,1
T1862,1
T1864,1
T1874,1
T190,1
T1901,1
T1913,1
T192,1
T1926,1
T1930,1
T1938,1
T1939,1
T1943,1
T1944,1
T1952,1
T1955,1
T196,1
T1976,1
T1989,1
T2003,1
T2006,1
T2007,1
T2008,1
T2029,1
T2058,1
T2081,1
T2103,1
T211,1
T2122,1
T2123,1
T2129,1
T2132,1
T2149,1
T2154,1
T2163,1
T2167,1
T220,1
T2204,1
T2209,1
T2218,1
T2225,1
T223,1
T2243,1
T2256,1
T2259,2
T2262,1
T227,1
T2280,1
T2281,1
T2282,1
T231,1
T232,1
T2334,1
T234,1
T2357,1
T2359,1
T2369,1
T24,1
T2402,1
T2416,1
T2430,1
T2447,1
T2466,1
T2479,3
T2483,1
T2486,1
T2492,1
T2519,2
T2527,2
T253,1
T2533,1
T2537,1
T2547,1
T2550,1
T2551,1
T2554,1
T2560,1
T2561,1
T2567,1
T2570,1
T2574,1
T258,1
T2582,1
T2596,1
T2607,1
T263,1
T2636,1
T2637,1
T2638,1
T2647,1
T265,1
T2660,1
T2667,1
T2673,1
T2675,1
T2683,1
T269,1
T2697,1
T2707,1
T2726,1
T2730,1
T2743,1
T276,1
T2760,1
T2779,1
T2787,1
T2792,1
T2807,1
T2813,1
T2817,1
T2820,1
T2827,1
T2833,1
T2839,1
T2843,1
T2845,1
T2850,1
T2868,1
T2878,1
T2879,1
T288,1
T2885,1
T2888,1
T2914,1
T292,1
T2920,3
T2926,1
T295,1
T2964,1
T2966,2
T2967,1
T2977,1
T2991,1
T2993,1
T2998,1
T3012,1
T3014,1
T3018,1
T3021,1
T3026,1
T3032,1
T3033,1
T3039,1
T3042,1
T3043,1
T3047,2
T305,1
T3050,1
T3059,1
T3062,1
T3082,1
T3092,1
T3109,1
T3118,1
T3121,1
T3124,1
T3131,1
T3135,1
T3138,1
T3162,1
T3165,1
T3171,1
T3181,1
T321,1
T3227,1
T3232,1
T3236,1
T324,1
T3243,1
T3252,1
T3270,2
T3272,1
T3278,1
T3288,1
T3300,1
T3304,1
T3308,1
T3319,1
T3324,1
T3334,1
T3353,1
T3371,1
T3372,1
T3377,1
T3385,1
T3409,1
T3416,1
T342,1
T3421,1
T343,1
T3436,1
T3437,1
T345,1
T3450,1
T3462,1
T3464,1
T3471,1
T3488,1
T3497,1
T35,1
T352,1
T353,1
T3542,1
T3551,1
T358,1
T3582,1
T3605,1
T3649,1
T3662,1
T3674,1
T3676,1
T3687,1
T3696,1
T3706,1
T3708,2
T3709,1
T3711,1
T372,1
T3741,1
T3749,1
T3752,1
T3764,1
T3769,1
T377,1
T3772,1
T3776,1
T3777,1
T3789,1
T3800,3
T3811,1
T3829,1
T3837,1
T3839,1
T3844,1
T3846,2
T3849,1
T3852,1
T3853,1
T3864,1
T389,1
T3902,1
T3909,1
T391,1
T3931,2
T3939,1
T3946,1
T3959,1
T3964,1
T3980,1
T3985,1
T3997,2
T3999,1
T4007,1
T4016,1
T402,1
T4034,1
T4035,1
T4040,1
T4046,1
T4054,1
T4058,1
T4074,1
T4083,1
T4101,1
T4102,1
T4116,1
T4139,1
T4145,1
T4149,1
T4174,1
T4180,1
T4196,1
T4210,2
T4211,1
T4218,1
T4224,1
T4228,1
T4237,1
T4239,1
T4242,1
T4250,1
T4252,1
T4253,2
T4268,1
T4285,1
T4287,1
T4292,1
T431,1
T4310,1
T4314,1
T432,1
T4324,1
T433,1
T4335,1
T4342,1
T4347,1
T4353,1
T4381,1
T4386,1
T439,1
T4392,1
T44,1
T4411,2
T4415,1
T443,1
T4438,1
T4447,1
T4457,1
T4468,1
T447,1
T4500,1
T451,1
T4539,1
T4543,1
T4548,1
T455,1
T4568,2
T4570,1
T4583,1
T4598,1
T4608,1
T4611,1
T4616,1
T4640,1
T4641,1
T4648,1
T4665,1
T4668,1
T4692,1
T4696,1
T4697,1
T4709,1
T4715,1
T472,1
T4729,1
T4737,1
T4741,1
T4758,1
T4769,1
T4775,1
T478,1
T4781,1
T4813,1
T4845,2
T485,1
T4854,1
T4857,1
T4870,1
T4883,1
T4890,1
T4892,1
T4896,1
T4906,1
T491,1
T492,1
T493,1
T4938,1
T4942,1
T495,1
T4953,1
T4956,1
T4963,1
T4969,1
T497,1
T4971,1
T4987,1
T4993,1
T5005,1
T5007,1
T501,1
T5024,1
T5033,1
T5036,1
T5057,1
T5066,1
T5076,1
T5079,1
T5098,1
T5101,1
T5110,1
T5114,1
T5118,1
T5128,1
T5137,1
T5139,1
T5143,1
T5148,1
T515,1
T5185,1
T5186,1
T5203,1
T5205,1
T521,1
T5214,1
T5215,1
T5222,1
T5227,1
T525,1
T5256,1
T5264,1
T5269,1
T5270,1
T5271,1
T5274,1
T53,1
T531,1
T5313,2
T532,1
T5328,1
T5332,1
T5333,1
T5335,1
T5343,1
T5345,1
T535,1
T5368,1
T537,1
T541,1
T5414,1
T5421,1
T5422,1
T5429,1
T5434,1
T5437,1
T5440,1
T5441,2
T5442,1
T545,1
T5459,1
T5474,1
T5487,1
T5505,1
T5507,1
T5508,2
T5532,1
T5539,1
T5542,1
T5550,1
T5551,1
T5560,1
T5566,1
T5573,1
T5590,1
T5602,1
T561,1
T5611,1
T5614,1
T5618,1
T5619,1
T5629,1
T5635,1
T5645,1
T566,1
T5668,1
T5669,1
T5690,1
T5695,1
T5698,1
T5740,1
T5742,1
T5748,1
T5751,1
T5755,1
T5764,1
T579,1
T5790,1
T5800,1
T5831,1
T584,2
T5851,1
T5869,1
T5875,1
T5879,1
T5883,1
T5890,1
T5900,1
T5931,1
T5936,1
T597,1
T5970,1
T5972,1
T5977,1
T5978,1
T5982,1
T5987,1
T6001,1
T6008,1
T6022,1
T6024,2
T6025,2
T6029,1
T6033,1
T6037,1
T6054,1
T6055,1
T6062,1
T6073,1
T6108,1
T6133,2
T6164,1
T6166,1
T6179,1
T6180,1
T619,2
T6190,1
T6218,1
T6220,1
T6232,1
T6239,1
T6242,1
T6244,1
T625,1
T6252,1
T6255,1
T6257,1
T6264,1
T6267,1
T6270,1
T6285,1
T6314,1
T632,1
T6325,1
T6333,1
T634,1
T6363,1
T638,4
T6382,1
T6410,1
T645,1
T6465,1
T6475,1
T6477,1
T6484,1
T6485,1
